first_name,white,black,api,hispanic,native,multiple
ANDRIA,2.1890536560416305e-05,6.250936686146108e-05,1.797085693303107e-05,1.0918762813101708e-05,0.0,0.0
ANDRIY,1.5505796730294882e-05,0.0,0.0,0.0,0.0,0.0
ANDRZEJ,8.072135356653511e-05,0.0,0.0,0.0,0.0,0.0
ANDY,0.00013362400804831296,8.038564204216434e-05,0.0012819358040893783,0.00019108817709859863,0.0009038624372667392,0.0
ANETA,2.2346589405424975e-05,0.0,0.0,0.0,0.0,0.0
ANGEL,9.166607458332927e-05,0.0002946614508790951,0.00022761599857666224,0.003352388434457469,0.00045130440695704047,0.0
ANGELA,0.00251148943868682,0.004116404952613442,0.0007609579659722676,0.0017035864545938805,0.002716825424511596,0.0031448084110051134
ANGELIA,3.3747910530641804e-05,0.00017859308837307817,5.9902856443436905e-06,2.1839709597163132e-05,0.0,0.00024204537422764844
ANGELICA,5.107779094617478e-05,1.7879489856293976e-05,8.984727603095147e-05,0.0017635459577117678,0.00022613332379224318,0.0
ANGELIKA,1.9154146521909067e-05,0.0,2.3962101023077855e-05,0.0,0.0,0.0
ANGELINA,6.703914798440571e-05,8.930547384095772e-05,0.00019169081789897853,0.0005459995102390534,0.00045180133873647257,0.00024171619251869882
ANGELINE,3.648426408492144e-05,3.5715045812848164e-05,9.584708622946964e-05,5.459381406550853e-06,0.0,0.0
ANGELIQUE,4.92538075925626e-05,0.0001875238143502623,1.7968580624486216e-05,3.821971019213145e-05,0.0,0.0
ANGELITA,6.384712466950721e-06,3.571736752299702e-05,0.00019767894704049023,0.00018563807756862653,0.0,0.0002420889423950094
ANGELO,0.00018789452007023913,0.00013392659978479456,4.192241505337488e-05,0.0002784608837028454,0.00022614010013469,0.0
ANGIE,0.000134080298040801,8.931270686103683e-05,0.00021565753144200248,0.00021293225463768115,0.0,0.0
ANGUS,1.8698198569054743e-05,0.0,1.1980151968692274e-05,0.0,0.0,0.0
ANH,3.6485686969797868e-06,0.0,0.0010483033423201065,5.455122663179406e-06,0.0,0.0
ANI,1.641786593608463e-05,1.7857522906424085e-05,2.9952386667421545e-05,5.4605825905786984e-06,0.0,0.0
ANIBAL,2.736289706881337e-06,0.0,0.0,0.00026207684276160153,0.0,0.0
ANIL,1.7786517008183256e-05,1.785484401009849e-05,0.001024340342754182,1.091712483488192e-05,0.0,0.0002419848628840915
ANILA,6.384785435405924e-06,0.0,8.985428466515535e-05,0.0,0.00022585549375192426,0.0
ANISSA,1.7786097439565845e-05,7.143928916974756e-05,5.990824770051679e-06,5.460418792756718e-06,0.0,0.0
ANITA,0.000701867631535215,0.001384026247807625,0.0009944391730290197,0.0007261659761637547,0.0018052108514857146,0.0004848168845779798
ANJA,1.459375944820429e-05,1.785841587186595e-05,0.0,5.459654402920818e-06,0.0,0.0
ANJALI,5.472538369006625e-06,0.0,0.0002336223980893892,0.0,0.0,0.0
ANJANA,3.6483589126710823e-06,0.0,0.00014975797974858246,0.0,0.0,0.0
ANJANETTE,1.0489206314142576e-05,8.036813991950377e-05,0.0,1.091919960729365e-05,0.0,0.0
ANJU,2.2803371934985667e-06,0.0,0.00016173735298014098,0.0,0.00022585549375192426,0.0
ANKUR,1.8241794563355411e-06,8.928761453212043e-06,0.00016173735298014098,5.459381406550854e-06,0.0,0.0
ANN,0.0022282655585109633,0.0007235273030919492,0.0007547368147191908,0.000256491664627771,0.0011285930581724944,0.0014462598382700756
ANNA,0.0012938146882914834,0.0006608138043304776,0.0010782613598560337,0.0013594309054336586,0.0006804125450834297,0.000972151041047927
ANNABEL,8.665004055164786e-06,2.678896325596172e-05,1.7970856933031068e-05,3.8219491795035476e-05,0.0,0.0
ANNABELLE,2.2346589405424975e-05,8.932333314979506e-06,8.985608175084865e-05,2.1838617611683272e-05,0.0,0.00024211798783991675
ANNALISA,1.641792978348293e-05,8.93108316336089e-06,5.991244090046783e-06,0.0,0.0,0.0
ANNAMARIA,1.368157166867484e-05,0.0,5.9909445757645685e-06,3.2759127601552747e-05,0.0,0.0
ANNAMARIE,2.6907209066080706e-05,0.0,5.9919629243241055e-06,3.8219055000843535e-05,0.00022594132742291708,0.0
ANNE,0.0018565949765557913,0.0003391611335228383,0.0005451838635716261,0.00016918726171528942,0.001359646006581116,0.00048223426043497074
ANNELIESE,1.4137638195268862e-05,0.0,0.0,5.459927399290782e-06,0.0,0.0
ANNEMARIE,7.296847344350148e-05,2.6785034208017517e-05,5.992681758601426e-06,0.0,0.0,0.0
ANNETTA,1.641790242031223e-05,8.036688976788518e-05,5.989327198640596e-06,5.459053810906898e-06,0.0002258419410670307,0.0
ANNETTE,0.0006307175730400883,0.001455509738766745,0.00015579361185525387,0.0005624088306441558,0.0006788562451014809,0.000243836509996933
ANNIE,0.00013407915334816005,0.0018037989436294195,0.0007847438327916889,0.0001255847728980192,0.00022601812597064752,0.0007265863270790086
ANNMARIE,8.117753410634039e-05,5.356971122985829e-05,5.991244090046785e-06,1.6382402963024006e-05,0.0,0.0
ANSELMO,4.560482844802228e-06,0.0,1.7971755475877723e-05,0.00017471740378093508,0.0,0.0
ANSON,9.577055018840732e-06,8.930368791007399e-06,8.386423863223743e-05,0.0,0.0,0.0
ANTHONY,0.003966765591564889,0.006643811566224579,0.0019526288513155709,0.0028772815497584655,0.0040619429528867676,0.00532827794782905
ANTJE,8.665004055164786e-06,0.0,0.0,0.0,0.0,0.0
ANTOINE,2.553888635203049e-05,0.00037504905744523164,1.7973253047288807e-05,1.6381966168832064e-05,0.0,0.0
ANTOINETTE,0.00017558121182874463,0.0006965335828601677,4.7917492926234046e-05,0.00016380901482989204,0.0002258554937519243,0.000726063509070677
ANTON,7.479230173914635e-05,9.822191237107202e-05,3.594315153461678e-05,1.0920291592773509e-05,0.00022567930884830737,0.0
ANTONELLA,1.5961813091075956e-05,0.0,0.0,0.0,0.00022589615180660505,0.0
ANTONETTE,1.641786593608463e-05,3.5718974860792384e-05,5.991004478621011e-06,1.6379345403680403e-05,0.0,0.0
ANTONIA,5.2902326123729424e-05,0.0001339568713132738,5.990279654058046e-05,0.0007043344018584165,0.000452002370229061,0.00024184689702078175
ANTONIETTA,1.4593745766618935e-05,0.0,5.989926227205029e-06,5.459599803646825e-06,0.0,0.0
ANTONINA,1.368157166867484e-05,0.0,2.9952506473134432e-05,1.0919035809471672e-05,0.0,0.0
ANTONINO,1.368149870021964e-05,0.0,5.991363895759672e-06,6.551918339076338e-05,0.0,0.0
ANTONIO,0.0002832083378948987,0.0009198017322897715,0.0007787634910215149,0.006044152734840656,0.0,0.0009702630871289513
ANTONY,3.37477645937314e-05,3.57214751640296e-05,9.584648720090523e-05,5.461674576058557e-06,0.00022595036254617954,0.0
